FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,pH,Sulphates,Alcohol,Quality
8.494481426168349,0.3702658576772393,0.26170568373590597,10.09054491313347,0.22879835131343712,28.94812193969839,189.45671800402363,0.9890175716459021,3.6491456218921403,1.8556752790425004,10.82866532003354,6.198183368929533
15.408571676918994,1.0838018947567163,0.24697879907199982,11.950220957870584,0.32217293171999456,34.61393181562652,54.78534047576204,0.9967121714680187,3.6065950756929346,1.2073520046385617,10.563928625504122,3.827392930382004
12.783927301736862,1.7458916717528166,0.9062545805210367,3.7570184818874846,0.3040643719160636,61.6728649173548,252.88766142941262,1.030224781864677,2.8435229162757314,1.5406001539662608,9.54500043126859,6.547457434503684
11.18390181036444,1.4644497728191224,0.2495461998495061,9.373111494104984,0.06155996187750948,25.14031141025234,179.51189565659536,1.0268719545295935,3.910118402328482,1.0582006576142216,12.347233355659672,4.888713742301748
5.872223685309239,1.6131222957228994,0.271949726128631,8.57618974715623,0.059699787896589564,62.74512762166416,50.48869904661805,1.0052334199557715,3.453329140782297,1.3821577444958717,11.498057043306089,3.314092600857615
5.871934244034431,1.3175667334214347,0.7593982624179637,12.492455651824066,0.10726974709796533,7.2575445993450955,278.34167026718154,1.006594152644259,3.1892059222650326,0.8987618154932682,14.027056450106024,8.69193694623939
4.697003346018393,1.384553129035705,0.44973984245054,13.591305907218908,0.1444298905364149,56.152689041812785,152.69742612389575,1.0147448305447861,3.6959347727089455,0.8329355630416937,8.60871227313338,6.848942214385727
14.394113749299223,1.6983913031306386,0.7767105569551812,0.1823515721608021,0.16338223256339304,61.17588194688628,26.630261879678365,0.987012532243627,3.052001441338108,1.2956437429030878,12.585141529108322,8.261513591225082
11.213380140918506,0.4993360177183719,0.06536615756438524,10.11029878588189,0.2718788867333381,13.909053351451051,183.39371194946403,0.9995447054739774,3.6146276897897534,1.1618765558872473,13.359167710325147,7.056336030079519
12.496870933552547,0.978849927286281,0.4875711936733843,0.7775369867959353,0.02267217286633416,31.554603798426232,77.6552906846253,0.9978280540476271,2.771227457768199,1.2978257364804684,13.336662699723997,5.141902152840678
4.247013931549629,0.44241888363920445,0.03361360018328263,8.232879976160339,0.013869081690426555,12.750484001119549,233.4452468812766,1.0000251132309876,3.802836368515961,0.8087231707493283,14.159480786120913,6.076128433972869
15.638918225943932,1.975336015993294,0.06265320345535452,4.314490935655173,0.1567642251775636,51.16889315858946,237.44364681923196,1.028907103811739,3.298140392657501,0.9428195791343821,13.138719328391712,7.054480562083063
13.98931168960506,1.8881186793732265,0.906437453344411,4.601648992832118,0.2788654768551922,39.00969153237763,283.0421017068693,1.001543040540415,3.5413338595217447,0.47010959425027854,14.430765400710026,8.761513951208626
6.548069328139314,0.0788536227370118,0.13924537111759516,5.294377551785349,0.07737413718259303,46.10795761629079,148.02907727993454,0.9969591087466076,3.0053967875506222,0.41730154169458356,10.562267898835795,4.522016754730179
6.181899606485207,1.411150345031377,0.5324206822752171,9.319386735744152,0.2566017925025007,14.950574653890992,134.75279696294962,1.0132216999612376,3.593425089329398,0.7532734065539372,11.67086120888503,8.249862351744707
6.200854118241206,1.8504966348313316,0.41109560260070654,5.010749485031538,0.10393125517611979,16.033956205721786,219.23359634135403,1.032013541891382,3.7161899559023266,0.4539922550820114,8.49151781133879,8.544466831765616
